SURVEY_ID,PARTICIPANT_ID,QUESTION_ID,ANSWER_ID
303452492,7009822260,629130424,"4134629434"
303452492,7009822260,629145920,"4134648104"
303452492,7009822260,629146035,"4134648838"
303452492,7009822260,629146064,"4134648965"
303452492,7009822264,629130424,"4134629434"
303452492,7009822264,629145920,"4134648105"
303452492,7009822264,629146035,"4134648837"
303452492,7009822264,629146064,"4134648958"
303452492,7009822264,629130428,"Gretchen is very knowledge and extremely helpful."
303452492,7024402989,629130424,"4134629434"
303452492,7024402989,629145920,"4134648104"
303452492,7024402989,629146035,"4134648838"
303452492,7024402989,629146064,"4134648965"
303452492,7024402970,629130424,"4134629434"
303452492,7024402970,629145920,"4134648104"
303452492,7024402970,629146035,"4134648838"
303452492,7024402970,629146064,"4134648965"
303452492,7038911246,629130424,"4134629434"
303452492,7038911246,629145920,"4134648104"
303452492,7038911246,629146035,"4134648838"
303452492,7038911246,629146064,"4134648965"
303452492,7038911246,629130428,"BWC employee was pleasant to work with and was professional. "
303452492,7038911200,629130424,"4134629434"
303452492,7038911200,629145920,"4134648097"
303452492,7038911200,629146035,"4134648838"
303452492,7038911200,629146064,"4134648965"
303452492,7038911213,629130424,"4134629434"
303452492,7038911213,629145920,"4134648104"
303452492,7038911213,629146035,"4134648838"
303452492,7038911213,629146064,"4134648958"
303452492,7038911198,629130424,"4134629436"
303452492,7038911198,629145920,"4134648105"
303452492,7038911198,629146035,"4134648839"
303452492,7038911198,629146064,"4134648966"
303452492,7038911198,629130428,"Very helpful and helped me 100%"
303452492,7038911232,629130424,"4134629433"
303452492,7038911232,629145920,"4134648103"
303452492,7038911232,629146035,"4134648833"
303452492,7038911232,629146064,"4134648962"
303452492,7038911232,629130428,"After 2-3 phone calls, I still don't understand why removing my wife (who is no longer an employee) from my policy didn't significantly reduce the cost. I was told a 'formula' was in play."
303452492,7038911211,629130424,"4134629434"
303452492,7038911211,629145920,"4134648104"
303452492,7038911211,629146035,"4134648838"
303452492,7038911211,629146064,"4134648965"
303452492,7038911209,629130424,"4134629434"
303452492,7038911209,629145920,"4134648105"
303452492,7038911209,629146035,"4134648838"
303452492,7038911209,629146064,"4134648965"
303452492,7051566433,629130424,"4134629434"
303452492,7051566433,629145920,"4134648104"
303452492,7051566433,629146035,"4134648838"
303452492,7051566433,629146064,"4134648965"
303452492,7051566463,629130424,"4134629432"
303452492,7051566463,629145920,"4134648102"
303452492,7051566463,629146035,"4134648832"
303452492,7051566463,629146064,"4134648963"
303452492,7051566463,629130428,"We changed our email address and did not receive invoices. I had changed co info online but somehow didn t correspond. Instead of sending out a letter, our coverage was lapsed. If payment isn t received, at least call to check if there was a problem!! Thankyou!"
303452492,7064128850,629130424,"4134629434"
303452492,7064128850,629145920,"4134648097"
303452492,7064128850,629146035,"4134648836"
303452492,7064128850,629146064,"4134648965"
303452492,7064128829,629130424,"4134629436"
303452492,7064128829,629145920,"4134648105"
303452492,7064128829,629146035,"4134648839"
303452492,7064128829,629146064,"4134648966"
303452492,7078095899,629130424,"4134629432"
303452492,7078095899,629145920,"4134648102"
303452492,7078095899,629146035,"4134648836"
303452492,7078095899,629146064,"4134648963"
303452492,7078095870,629130424,"4134629426"
303452492,7078095870,629145920,"4134648095"
303452492,7078095870,629146035,"4134648829"
303452492,7078095870,629146064,"4134648956"
303452492,7078095870,629130428,"What a horrible experience. The employer is never protected. The system is broken and filled with fraud."
303452492,7078095927,629130424,"4134629436"
303452492,7078095927,629145920,"4134648105"
303452492,7078095927,629146035,"4134648839"
303452492,7078095927,629146064,"4134648966"
303452492,7078095922,629130424,"4134629432"
303452492,7078095922,629145920,"4134648102"
303452492,7078095922,629146035,"4134648836"
303452492,7078095922,629146064,"4134648961"
303452492,7078095876,629130424,"4134629434"
303452492,7078095876,629145920,"4134648104"
303452492,7078095876,629146035,"4134648838"
303452492,7078095876,629146064,"4134648965"
303452492,7091871682,629130424,"4134629436"
303452492,7091871682,629145920,"4134648105"
303452492,7091871682,629146035,"4134648839"
303452492,7091871682,629146064,"4134648966"
303452492,7091871680,629130424,"4134629435"
303452492,7091871680,629145920,"4134648097"
303452492,7091871680,629146035,"4134648831"
303452492,7091871680,629146064,"4134648958"
303452492,7091871680,629130428,"Very thankful to have received info and guidance in a very timely manner."
303452492,7091871673,629130424,"4134629434"
303452492,7091871673,629145920,"4134648104"
303452492,7091871673,629146035,"4134648838"
303452492,7091871673,629146064,"4134648965"
303452492,7091871667,629130424,"4134629436"
303452492,7091871667,629145920,"4134648105"
303452492,7091871667,629146035,"4134648839"
303452492,7091871667,629146064,"4134648966"
303452492,7091871667,629130428,"I spoke with Theresa.  She is very good.  Very friendly and helpful "
