id	recipient_id	collection_mode	response_status	custom_value	first_name	last_name	email_address	ip_address	language	page_path	collector_id	survey_id	edit_url	analyze_url	total_time	date_modified	date_created	href	pages
13257648323		default	completed					192.131.99.186		[]	413957112	316723735	https://www.surveymonkey.com/r/?sm=iKWdyHDGzmYy6NiH6mOWUo4UPuyiEtRLGOkNsV5rg4Bj_2FVEBDih5UV3O_2BhSu3tPM	https://www.surveymonkey.com/analyze/browse/ZLNyHYEewpLeSIl4vOG5YuIFzP5VNMhEPHHffKAU5mE_3D?respondent_id=13257648323	177	2022-01-13T12:58:30+00:00	2022-01-13T12:55:32+00:00	https://api.surveymonkey.com/v3/surveys/316723735/responses/13257648323	[{'id': '188145436', 'questions': [{'id': '750264990', 'answers': [{'tag_data': [], 'text': 'Ken was amazing'}]}, {'id': '750264991', 'answers': [{'tag_data': [], 'text': 'ask what would Ken do'}]}, {'id': '750264992', 'answers': [{'tag_data': [], 'text': 'More Ken'}]}, {'id': '750264993', 'answers': [{'tag_data': [], 'text': 'n/a'}]}]}]
13257648777		default	completed					192.131.99.186		[]	413957112	316723735	https://www.surveymonkey.com/r/?sm=_2BBgW0ONGqwK7qnqes9aef5ayOpqjNzz3r7qdHCBlJe8hM27skcF5PBSunc_2BpDsbb	https://www.surveymonkey.com/analyze/browse/ZLNyHYEewpLeSIl4vOG5YuIFzP5VNMhEPHHffKAU5mE_3D?respondent_id=13257648777	124	2022-01-13T12:58:45+00:00	2022-01-13T12:56:41+00:00	https://api.surveymonkey.com/v3/surveys/316723735/responses/13257648777	[{'id': '188145436', 'questions': [{'id': '750264990', 'answers': [{'tag_data': [], 'text': 'The simple refresher on all aspects was valuable.'}]}, {'id': '750264991', 'answers': [{'tag_data': [], 'text': 'Reminder that all banking information should be extracted from docs.'}]}, {'id': '750264992', 'answers': [{'tag_data': [], 'text': 'How to schedule Cognos Reports to run biweekly, etc.'}]}, {'id': '750264993', 'answers': [{'tag_data': [], 'text': 'Polly Bianconi'}]}]}]
13257661371		default	completed					192.131.99.186		[]	413957112	316723735	https://www.surveymonkey.com/r/?sm=PnIK9sj4rPOEa1xbdosCC24NYOKnG4dnSwvXGZACNQ26R41VDb7AMuzwL9nJ8knC	https://www.surveymonkey.com/analyze/browse/ZLNyHYEewpLeSIl4vOG5YuIFzP5VNMhEPHHffKAU5mE_3D?respondent_id=13257661371	187	2022-01-13T13:05:03+00:00	2022-01-13T13:01:56+00:00	https://api.surveymonkey.com/v3/surveys/316723735/responses/13257661371	"[{'id': '188145436', 'questions': [{'id': '750264990', 'answers': [{'tag_data': [], 'text': 'nice reminder for staff on what not to do'}]}, {'id': '750264991', 'answers': [{'tag_data': [], 'text': ""this presentation was very valuable for all IMS's to hear the same message regarding claim audits""}]}, {'id': '750264992', 'answers': [{'tag_data': [], 'text': 'maybe a D&I presentation, most staff still do not want to engage in these conversations.'}]}, {'id': '750264993', 'answers': [{'tag_data': [], 'text': 'no thank you'}]}]}]"
13257670917		default	completed					192.131.99.186		[]	413957112	316723735	https://www.surveymonkey.com/r/?sm=a2Yrkstu0c2_2FkFm53k_2FeMZ43uRwDhhVXw8QdhzOQS2WE6Qsv9n7Wbp22snsU0OOq	https://www.surveymonkey.com/analyze/browse/ZLNyHYEewpLeSIl4vOG5YuIFzP5VNMhEPHHffKAU5mE_3D?respondent_id=13257670917	65	2022-01-13T13:09:36+00:00	2022-01-13T13:08:30+00:00	https://api.surveymonkey.com/v3/surveys/316723735/responses/13257670917	[{'id': '188145436', 'questions': [{'id': '750264990', 'answers': [{'tag_data': [], 'text': 'CPI is to be protected and any breach needs to be documented'}]}, {'id': '750264991', 'answers': [{'tag_data': [], 'text': 'Providing positive feedback and the usage of the tool is for educational purposes '}]}]}]
13257759507		default	completed					192.131.99.186		[]	413957112	316723735	https://www.surveymonkey.com/r/?sm=HfpjSA_2Bc_2BLMRNe3vo57d1sSkCPKTQ_2FttUfxqPltDc_2BNKzlbYq0Y1JA_2BTffD4wz18	https://www.surveymonkey.com/analyze/browse/ZLNyHYEewpLeSIl4vOG5YuIFzP5VNMhEPHHffKAU5mE_3D?respondent_id=13257759507	66	2022-01-13T13:52:14+00:00	2022-01-13T13:51:07+00:00	https://api.surveymonkey.com/v3/surveys/316723735/responses/13257759507	[{'id': '188145436', 'questions': [{'id': '750264990', 'answers': [{'tag_data': [], 'text': 'to make sure you report it regardless'}]}, {'id': '750264991', 'answers': [{'tag_data': [], 'text': 'use it every day doing my audits'}]}]}]
13257831275		default	completed					192.131.99.186		[]	413957112	316723735	https://www.surveymonkey.com/r/?sm=dBnID9IRq0pRhBfx_2BfKp4BRUf2ev3bokIKqbsytFmU9bfUR2AF5BFz70fAUhic6r	https://www.surveymonkey.com/analyze/browse/ZLNyHYEewpLeSIl4vOG5YuIFzP5VNMhEPHHffKAU5mE_3D?respondent_id=13257831275	226	2022-01-13T14:24:17+00:00	2022-01-13T14:20:30+00:00	https://api.surveymonkey.com/v3/surveys/316723735/responses/13257831275	"[{'id': '188145436', 'questions': [{'id': '750264990', 'answers': [{'tag_data': [], 'text': 'We just discuss this in our team meeting yesterday. So the take away is making sure they understand on what areas are CPI.'}]}, {'id': '750264991', 'answers': [{'tag_data': [], 'text': 'I will benefit by noting more information on the Claims review and trying to share more information in the reviews.'}]}, {'id': '750264992', 'answers': [{'tag_data': [], 'text': ""I don't have any suggestions at this time. ""}]}, {'id': '750264993', 'answers': [{'tag_data': [], 'text': 'Not at list time. '}]}]}]"
13257866184		default	completed					168.149.143.38		[]	413957112	316723735	https://www.surveymonkey.com/r/?sm=4yH92ZntQv_2BVs0CyqIgfDHdAGVKXP7Jt_2B309y6l4kadGMoTGVO4mdIHYmqQB8gdu	https://www.surveymonkey.com/analyze/browse/ZLNyHYEewpLeSIl4vOG5YuIFzP5VNMhEPHHffKAU5mE_3D?respondent_id=13257866184	181	2022-01-13T14:39:28+00:00	2022-01-13T14:36:26+00:00	https://api.surveymonkey.com/v3/surveys/316723735/responses/13257866184	"[{'id': '188145436', 'questions': [{'id': '750264990', 'answers': [{'tag_data': [], 'text': 'I think the ""business reason"" explanation really drove home the point.  A lot of employees think they can look at any claim they want.'}]}, {'id': '750264991', 'answers': [{'tag_data': [], 'text': 'It was nice to hear BD state that people are being too strict.  I will communicate with other supervisors to make sure we get it right'}]}, {'id': '750264992', 'answers': [{'tag_data': [], 'text': 'I would like more on audits.  I know it was covered but that is a big thorn in the side of supervisors and CSS'}]}]}]"
13257904787		default	completed					192.131.99.186		[]	413957112	316723735	https://www.surveymonkey.com/r/?sm=9jHaR7xjWDeT77QYGZO5GRhhvlTOqmpsDB4QXD7RFDm6CWP1qzjkpKx7vS8j7QqF	https://www.surveymonkey.com/analyze/browse/ZLNyHYEewpLeSIl4vOG5YuIFzP5VNMhEPHHffKAU5mE_3D?respondent_id=13257904787	847	2022-01-13T14:56:30+00:00	2022-01-13T14:42:23+00:00	https://api.surveymonkey.com/v3/surveys/316723735/responses/13257904787	[{'id': '188145436', 'questions': [{'id': '750264990', 'answers': [{'tag_data': [], 'text': 'The 1 take away is not to open any claims unless it is for a business purpose. '}]}, {'id': '750264991', 'answers': [{'tag_data': [], 'text': 'The claims review was a very helpful reminder.  To not only review the audits for inconsistencies, such as notes, but to provide positive feedback as well.'}]}, {'id': '750264992', 'answers': [{'tag_data': [], 'text': 'None at this time.'}]}]}]
13257914343		default	completed					192.131.99.186		[]	413957112	316723735	https://www.surveymonkey.com/r/?sm=O_2Bcb5ySfvIikSJKZloOh02qbFuGIMrAZcw4CVCSVMCqBXB7d7wqi5lLxt6yPZ2jr	https://www.surveymonkey.com/analyze/browse/ZLNyHYEewpLeSIl4vOG5YuIFzP5VNMhEPHHffKAU5mE_3D?respondent_id=13257914343	302	2022-01-13T15:00:39+00:00	2022-01-13T14:55:36+00:00	https://api.surveymonkey.com/v3/surveys/316723735/responses/13257914343	[{'id': '188145436', 'questions': [{'id': '750264990', 'answers': [{'tag_data': [], 'text': 'There must be a business purpose only to access a claim.'}]}, {'id': '750264991', 'answers': [{'tag_data': [], 'text': 'Bernadette provided great information on the claim reviews, particularly the renaming documents information.'}]}, {'id': '750264992', 'answers': [{'tag_data': [], 'text': 'None at this time.'}]}]}]
13258253519		default	completed					192.131.99.186		[]	413957112	316723735	https://www.surveymonkey.com/r/?sm=e2YTADzVzPLHee3yD71AvB_2FvEY7bjtB1s6t3Mcr5wP8gxpq_2B8uHw7bdBGNcRoR0h	https://www.surveymonkey.com/analyze/browse/ZLNyHYEewpLeSIl4vOG5YuIFzP5VNMhEPHHffKAU5mE_3D?respondent_id=13258253519	353	2022-01-13T17:14:23+00:00	2022-01-13T17:08:29+00:00	https://api.surveymonkey.com/v3/surveys/316723735/responses/13258253519	[{'id': '188145436', 'questions': [{'id': '750264990', 'answers': [{'tag_data': [], 'text': 'Will continue to re-enforce CPI with my team during our meetings and discuss importance.'}]}, {'id': '750264991', 'answers': [{'tag_data': [], 'text': 'Will continue to reach out to IMS for staffing; continue provide feedback to CSS staff, positive manner.'}]}, {'id': '750264992', 'answers': [{'tag_data': [], 'text': 'Continued feedback on claim reviews/trends, success/suggestions on re-education to help with trends. '}]}, {'id': '750264993', 'answers': [{'tag_data': [], 'text': 'Not at this time d/t impairment classes/homework.'}]}]}]
